Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-101892,2024-12-05,2024-12-08,C-029,Customer 029,Home Office,India,Chennai,Delhi,North,Office Supplies,Binders,Binders Model 16,2398.18,2,0.2,178.85
ORD-101893,2024-02-24,2024-02-26,C-207,Customer 207,Home Office,India,Mumbai,Delhi,South,Furniture,Furnishings,Furnishings Model 2,7714.26,3,0.2,-614.26
ORD-101894,2024-11-22,2024-11-27,C-108,Customer 108,Corporate,India,Bangalore,Delhi,South,Technology,Phones,Phones Model 10,14829.97,2,0.4,19.67
ORD-101895,2023-05-10,2023-05-15,C-002,Customer 002,Home Office,India,Bangalore,Tamil Nadu,West,Office Supplies,Art,Art Model 15,2063.32,2,0.05,284.21
ORD-101896,2024-08-11,2024-08-12,C-292,Customer 292,Consumer,India,Chennai,Tamil Nadu,East,Furniture,Tables,Tables Model 6,25504.79,7,0.3,-6709.84
ORD-101897,2023-04-30,2023-05-03,C-144,Customer 144,Home Office,India,Chennai,Maharashtra,East,Technology,Machines,Machines Model 9,19848.81,6,0.2,3314.59
ORD-101898,2024-07-03,2024-07-04,C-002,Customer 002,Corporate,India,Delhi,Telangana,South,Technology,Accessories,Accessories Model 22,10954.7,3,0.15,880.59
ORD-101899,2024-12-02,2024-12-05,C-289,Customer 289,Corporate,India,Bangalore,Telangana,West,Office Supplies,Storage,Storage Model 18,5404.47,5,0.05,961.68
ORD-101900,2023-03-21,2023-03-25,C-238,Customer 238,Home Office,India,Hyderabad,Telangana,West,Furniture,Furnishings,Furnishings Model 17,20809.17,6,0.1,-173.59
ORD-101901,2023-02-10,2023-02-12,C-199,Customer 199,Home Office,India,Bangalore,Karnataka,South,Office Supplies,Binders,Binders Model 22,839.08,1,0.2,10.08
ORD-101902,2024-02-14,2024-02-16,C-176,Customer 176,Consumer,India,Chennai,Karnataka,West,Technology,Machines,Machines Model 17,33261.39,5,0.4,1825.96
ORD-101903,2023-07-06,2023-07-12,C-276,Customer 276,Home Office,India,Mumbai,Karnataka,East,Office Supplies,Art,Art Model 21,7249.69,6,0.0,1101.31
ORD-101904,2023-08-02,2023-08-05,C-202,Customer 202,Consumer,India,Bangalore,Telangana,West,Technology,Copiers,Copiers Model 6,6495.71,2,0.3,397.49
ORD-101905,2023-02-02,2023-02-08,C-074,Customer 074,Home Office,India,Hyderabad,Karnataka,West,Office Supplies,Paper,Paper Model 18,4342.78,4,0.0,626.16
ORD-101906,2023-11-02,2023-11-06,C-003,Customer 003,Corporate,India,Hyderabad,Karnataka,North,Office Supplies,Binders,Binders Model 10,7133.08,6,0.05,1045.94
ORD-101907,2023-01-30,2023-02-06,C-037,Customer 037,Consumer,India,Hyderabad,Karnataka,West,Office Supplies,Paper,Paper Model 23,2724.43,6,0.05,438.31
ORD-101908,2024-06-24,2024-06-29,C-012,Customer 012,Corporate,India,,Karnataka,South,Furniture,Furnishings,Furnishings Model 5,5027.53,4,0.05,-73.03
ORD-101909,2023-02-20,2023-02-25,C-010,Customer 010,Home Office,India,Mumbai,Tamil Nadu,North,Furniture,Chairs,Chairs Model 21,14004.72,4,0.0,1512.96
ORD-101910,2024-03-29,2024-04-01,C-293,Customer 293,Consumer,India,Delhi,Maharashtra,West,Office Supplies,Art,Art Model 22,1693.64,4,0.0,268.86
ORD-101911,2024-04-14,2024-04-21,C-279,Customer 279,Home Office,India,Mumbai,Telangana,East,Furniture,Tables,Tables Model 22,17410.93,4,0.3,-3968.01
ORD-101912,2023-10-03,2023-10-10,C-026,Customer 026,Corporate,India,Bangalore,Delhi,South,Furniture,Chairs,Chairs Model 6,10441.46,4,0.3,-590.53
ORD-101913,2024-10-25,2024-10-30,C-005,Customer 005,Home Office,India,Hyderabad,Maharashtra,South,Technology,Machines,Machines Model 20,54772.63,7,0.0,10723.29
ORD-101914,2023-03-20,2023-03-25,C-014,Customer 014,Corporate,India,Hyderabad,Karnataka,South,Office Supplies,Binders,Binders Model 15,811.8,1,0.0,53.68
ORD-101915,2024-03-09,2024-03-11,C-115,Customer 115,Consumer,India,Bangalore,Maharashtra,West,Technology,Machines,Machines Model 21,45113.14,7,0.5,2915.1
ORD-101916,2023-03-07,2023-03-09,C-095,Customer 095,Home Office,India,Hyderabad,Maharashtra,North,Furniture,Tables,Tables Model 14,30826.62,7,0.4,-9029.64
ORD-101917,2023-02-16,2023-02-18,C-028,Customer 028,Home Office,India,Bangalore,Karnataka,North,Furniture,Bookcases,Bookcases Model 6,4389.42,1,0.1,291.49
ORD-101918,2024-07-16,2024-07-20,C-194,Customer 194,Consumer,India,Chennai,Karnataka,West,Furniture,Bookcases,Bookcases Model 10,2742.44,1,0.15,156.74
ORD-101919,2024-09-12,2024-09-15,C-256,Customer 256,Home Office,India,Bangalore,Delhi,North,Technology,Accessories,Accessories Model 15,17761.36,3,0.15,3100.82
ORD-101920,2023-03-29,2023-04-02,C-181,Customer 181,Corporate,India,Bangalore,Maharashtra,West,Furniture,Furnishings,Furnishings Model 14,2050.7,1,0.15,20.9
ORD-101921,2023-08-01,2023-08-02,C-091,Customer 091,Home Office,India,Chennai,Delhi,East,Office Supplies,Binders,Binders Model 6,1088.28,3,0.0,136.77
ORD-101922,2024-11-01,2024-11-06,C-039,Customer 039,Consumer,India,Chennai,Tamil Nadu,South,Technology,Copiers,Copiers Model 6,23218.58,4,0.2,2644.71
ORD-101923,2024-06-06,2024-06-11,C-195,Customer 195,Corporate,India,Mumbai,Karnataka,North,Technology,Phones,Phones Model 13,24621.39,3,0.15,3534.55
ORD-101924,2024-09-25,2024-10-01,C-030,Customer 030,Consumer,India,Delhi,Delhi,North,Office Supplies,Art,Art Model 21,3793.68,5,0.15,505.86
ORD-101925,2024-04-23,2024-04-24,C-005,Customer 005,Corporate,India,Hyderabad,Tamil Nadu,West,Technology,Accessories,Accessories Model 22,11840.22,4,0.1,2363.7
ORD-101926,2024-02-14,2024-02-19,C-034,Customer 034,Corporate,India,Delhi,Telangana,East,Technology,Copiers,Copiers Model 7,20814.82,4,0.0,6650.55
ORD-101927,2024-07-20,2024-07-27,C-068,Customer 068,Home Office,India,Chennai,Karnataka,West,Furniture,Bookcases,Bookcases Model 16,12646.54,3,0.3,-1317.15
ORD-101928,2023-03-01,2023-03-04,C-051,Customer 051,Home Office,India,Delhi,Maharashtra,South,Office Supplies,Storage,Storage Model 14,7566.35,7,0.4,-1275.62
ORD-101929,2023-01-11,2023-01-17,C-172,Customer 172,Corporate,India,Mumbai,Delhi,South,Furniture,Tables,Tables Model 7,14555.85,7,0.5,-5582.59
ORD-101930,2024-07-13,2024-07-19,C-023,Customer 023,Corporate,India,Mumbai,Maharashtra,West,Furniture,Chairs,Chairs Model 13,7082.7,4,0.1,18.12
ORD-101931,2023-11-25,2023-12-01,C-006,Customer 006,Consumer,India,Hyderabad,Telangana,West,Office Supplies,Art,Art Model 23,975.87,2,0.5,-68.03
ORD-101932,2024-07-23,2024-07-29,C-018,Customer 018,Home Office,India,Mumbai,Maharashtra,South,Furniture,Tables,Tables Model 6,3790.6,3,0.5,-1797.83
ORD-101933,2024-05-09,2024-05-10,C-012,Customer 012,Corporate,India,Mumbai,Maharashtra,South,Office Supplies,Art,Art Model 22,3278.65,4,0.0,427.8
ORD-101934,2023-12-13,2023-12-18,C-164,Customer 164,Consumer,India,Chennai,Delhi,East,Office Supplies,Binders,Binders Model 6,6287.55,5,0.0,963.68
ORD-101935,2024-04-16,2024-04-20,C-017,Customer 017,Consumer,India,Delhi,Karnataka,East,Office Supplies,Paper,Paper Model 24,3253.43,5,0.5,-564.77
ORD-101936,2024-04-15,2024-04-22,C-234,Customer 234,Corporate,India,Hyderabad,Telangana,East,Office Supplies,Binders,Binders Model 20,2393.25,3,0.0,202.37
ORD-101937,2024-07-06,2024-07-10,C-011,Customer 011,Home Office,India,Hyderabad,Tamil Nadu,North,Furniture,Tables,Tables Model 4,5048.03,3,0.25,-771.39
ORD-101938,2023-11-07,2023-11-10,C-027,Customer 027,Consumer,India,Hyderabad,Delhi,North,Furniture,Bookcases,Bookcases Model 12,9060.04,3,0.5,-1407.7
ORD-101939,2023-11-07,2023-11-09,C-276,Customer 276,Corporate,India,Hyderabad,Tamil Nadu,East,Technology,Machines,Machines Model 11,17532.02,7,0.4,1594.44
ORD-101940,2024-09-20,2024-09-23,C-026,Customer 026,Corporate,India,Mumbai,Delhi,East,Technology,Phones,Phones Model 6,4306.99,1,0.05,620.54
ORD-101941,2023-01-02,2023-01-09,C-281,Customer 281,Corporate,India,Bangalore,Tamil Nadu,East,Office Supplies,Art,Art Model 24,4861.13,5,0.15,457.33
ORD-101942,2023-08-20,2023-08-27,C-009,Customer 009,Corporate,India,Mumbai,Karnataka,South,Furniture,Furnishings,Furnishings Model 20,2185.13,1,0.2,-241.12
ORD-101943,2023-08-14,2023-08-18,C-047,Customer 047,Home Office,India,Hyderabad,Delhi,East,Technology,Phones,Phones Model 13,30458.95,4,0.0,8964.25
ORD-101944,2024-04-04,2024-04-08,C-022,Customer 022,Home Office,India,Chennai,Karnataka,West,Office Supplies,Binders,Binders Model 23,4766.81,6,0.2,427.15
ORD-101945,2023-04-27,2023-05-03,C-021,Customer 021,Corporate,India,Mumbai,Delhi,North,Furniture,Chairs,Chairs Model 10,28018.58,7,0.5,-3964.77
ORD-101946,2024-01-18,2024-01-23,C-073,Customer 073,Corporate,India,Chennai,Maharashtra,North,Technology,Phones,Phones Model 21,25325.85,3,0.15,2359.31
ORD-101947,2024-09-10,2024-09-17,C-178,Customer 178,Home Office,India,Delhi,Tamil Nadu,North,Office Supplies,Art,Art Model 23,3670.29,3,0.05,300.21
ORD-101948,2024-01-26,2024-01-29,C-007,Customer 007,Consumer,India,Delhi,Tamil Nadu,East,Technology,Accessories,Accessories Model 21,31041.3,6,0.4,1746.35
ORD-101949,2023-09-19,2023-09-23,C-292,Customer 292,Corporate,India,Chennai,Delhi,West,Office Supplies,Storage,Storage Model 11,2271.65,5,0.4,-175.7
ORD-101950,2023-10-21,2023-10-27,C-176,Customer 176,Consumer,India,Chennai,Delhi,North,Technology,Machines,Machines Model 1,62646.73,7,0.0,15503.14
ORD-101951,2024-07-07,2024-07-13,C-007,Customer 007,Corporate,India,Mumbai,Delhi,South,Office Supplies,Art,Art Model 20,3740.72,3,0.1,16.47
ORD-101952,2023-11-15,2023-11-21,C-201,Customer 201,Corporate,India,Mumbai,Karnataka,East,Office Supplies,Paper,Paper Model 24,1887.8,3,0.1,332.93
ORD-101953,2023-01-18,2023-01-22,C-005,Customer 005,Consumer,India,Bangalore,Maharashtra,North,Technology,Phones,Phones Model 15,37183.64,5,0.1,4716.12
ORD-101954,2023-06-27,2023-06-28,C-122,Customer 122,Corporate,India,Hyderabad,Tamil Nadu,East,Technology,Accessories,Accessories Model 23,9588.82,3,0.3,717.76
ORD-101955,2024-10-03,2024-10-07,C-037,Customer 037,Consumer,India,Chennai,Tamil Nadu,North,Technology,Phones,Phones Model 19,18044.58,6,0.05,4526.36
ORD-101956,2024-07-19,2024-07-24,C-273,Customer 273,Home Office,India,Delhi,Telangana,South,Technology,Machines,Machines Model 3,6236.4,1,0.5,-937.56
ORD-101957,2023-09-01,2023-09-03,C-016,Customer 016,Home Office,India,Bangalore,Delhi,South,Furniture,Chairs,Chairs Model 9,15465.33,5,0.3,-2137.82
ORD-101958,2023-02-16,2023-02-23,C-120,Customer 120,Consumer,India,Hyderabad,Tamil Nadu,South,Office Supplies,Binders,Binders Model 22,5978.61,5,0.2,282.0
ORD-101959,2024-11-26,2024-12-01,C-190,Customer 190,Consumer,India,Chennai,Delhi,East,Furniture,Furnishings,Furnishings Model 20,12749.05,7,0.05,254.47
ORD-101960,2023-03-31,2023-04-05,C-147,Customer 147,Corporate,India,Hyderabad,Telangana,South,Technology,Machines,Machines Model 24,12819.17,2,0.1,1553.31
ORD-101961,2023-08-15,2023-08-20,C-247,Customer 247,Corporate,India,Hyderabad,Karnataka,North,Technology,Accessories,Accessories Model 14,11428.7,2,0.0,3080.07
ORD-101962,2023-06-16,2023-06-21,C-208,Customer 208,Corporate,India,Hyderabad,Telangana,North,Office Supplies,Art,Art Model 2,719.26,1,0.2,44.17
ORD-101963,2024-02-02,2024-02-05,C-005,Customer 005,Home Office,India,Mumbai,Telangana,East,Office Supplies,Art,Art Model 4,4808.22,5,0.1,593.56
ORD-101964,2023-03-22,2023-03-23,C-028,Customer 028,Home Office,India,Bangalore,Maharashtra,North,Technology,Accessories,Accessories Model 22,17015.36,4,0.05,3491.74
ORD-101965,2023-01-26,2023-02-02,C-030,Customer 030,Corporate,India,Mumbai,Telangana,North,Furniture,Tables,Tables Model 12,10208.53,4,0.5,-3442.2
ORD-101966,2023-08-21,2023-08-25,C-029,Customer 029,Corporate,India,Bangalore,Delhi,East,Furniture,Furnishings,Furnishings Model 14,13798.4,6,0.1,935.05
ORD-101967,2023-09-11,2023-09-12,C-008,Customer 008,Corporate,India,Delhi,Delhi,East,Technology,Phones,Phones Model 13,26092.45,4,0.15,4422.71
ORD-101968,2024-08-01,2024-08-08,C-020,Customer 020,Consumer,India,Hyderabad,Telangana,North,Furniture,Bookcases,Bookcases Model 3,10161.29,5,0.2,-127.32
ORD-101969,2024-04-08,2024-04-13,C-140,Customer 140,Corporate,India,Bangalore,Tamil Nadu,West,Office Supplies,Binders,Binders Model 14,520.32,1,0.1,29.9
ORD-101970,2024-02-04,2024-02-08,C-032,Customer 032,Consumer,India,Delhi,Tamil Nadu,South,Technology,Machines,Machines Model 16,19622.36,6,0.2,1242.08
ORD-101971,2024-07-07,2024-07-10,C-285,Customer 285,Consumer,India,Chennai,Telangana,West,Office Supplies,Art,Art Model 19,2940.57,5,0.3,131.11
ORD-101972,2023-03-17,2023-03-18,C-144,Customer 144,Corporate,India,Bangalore,Karnataka,East,Office Supplies,Storage,Storage Model 23,3735.51,3,0.4,-499.61
ORD-101973,2024-01-17,2024-01-22,C-081,Customer 081,Corporate,India,Bangalore,Karnataka,South,Furniture,Furnishings,Furnishings Model 18,20536.23,7,0.05,566.3
ORD-101974,2023-02-17,2023-02-24,C-024,Customer 024,Consumer,India,Hyderabad,Tamil Nadu,South,Office Supplies,Storage,Storage Model 15,2916.26,4,0.1,103.04
ORD-101975,2024-12-14,2024-12-18,C-024,Customer 024,Corporate,India,Mumbai,Maharashtra,West,Office Supplies,Paper,Paper Model 16,7191.23,7,0.3,-47.97
ORD-101976,2023-06-05,2023-06-12,C-253,Customer 253,Corporate,India,Bangalore,Telangana,North,Office Supplies,Binders,Binders Model 22,2890.24,6,0.3,-293.29
ORD-101977,2024-12-12,2024-12-15,C-274,Customer 274,Consumer,India,Mumbai,Karnataka,South,Technology,Accessories,Accessories Model 7,45312.15,6,0.2,5180.05
ORD-101978,2024-10-27,2024-11-03,C-044,Customer 044,Consumer,India,Bangalore,Delhi,East,Technology,Machines,Machines Model 7,4198.94,1,0.3,423.68
ORD-101979,2024-05-19,2024-05-24,C-026,Customer 026,Home Office,India,Hyderabad,Telangana,West,Furniture,Tables,Tables Model 24,3528.45,1,0.3,-821.64
ORD-101980,2023-03-06,2023-03-11,C-101,Customer 101,Home Office,India,Delhi,Delhi,East,Technology,Phones,Phones Model 15,29520.89,4,0.0,5993.82
ORD-101981,2024-04-21,2024-04-27,C-124,Customer 124,Home Office,India,Mumbai,Maharashtra,East,Furniture,Tables,Tables Model 20,12013.21,4,0.25,-2333.18
ORD-101982,2023-07-19,2023-07-25,C-120,Customer 120,Home Office,India,Hyderabad,Delhi,West,Office Supplies,Binders,Binders Model 22,1741.43,4,0.4,-152.91
ORD-101983,2024-11-05,2024-11-06,C-171,Customer 171,Consumer,India,Chennai,Maharashtra,North,Technology,Copiers,Copiers Model 20,13259.42,2,0.3,248.93
ORD-101984,2024-06-29,2024-07-03,C-030,Customer 030,Consumer,India,Mumbai,Tamil Nadu,North,Office Supplies,Binders,Binders Model 8,2895.18,4,0.2,67.46
ORD-101985,2024-10-28,2024-11-03,C-020,Customer 020,Consumer,India,Hyderabad,Karnataka,West,Office Supplies,Art,Art Model 14,4664.26,4,0.5,-518.45
ORD-101986,2024-04-17,2024-04-18,C-004,Customer 004,Home Office,India,Chennai,Telangana,West,Office Supplies,Art,Art Model 19,4377.11,6,0.0,820.42
ORD-101987,2024-06-17,2024-06-23,C-010,Customer 010,Corporate,India,Delhi,Delhi,South,Office Supplies,Binders,Binders Model 8,885.3,1,0.05,86.32
ORD-101988,2024-01-18,2024-01-22,C-024,Customer 024,Home Office,India,Chennai,Delhi,South,Furniture,Furnishings,Furnishings Model 15,17222.15,4,0.3,-2307.73
ORD-101989,2023-12-19,2023-12-21,C-013,Customer 013,Corporate,India,Chennai,Telangana,South,Technology,Accessories,Accessories Model 3,37009.48,5,0.1,3388.9
ORD-101990,2023-10-20,2023-10-26,C-007,Customer 007,Home Office,India,Hyderabad,Telangana,West,Technology,Accessories,Accessories Model 1,18501.13,6,0.0,6004.5
ORD-101991,2024-01-16,2024-01-20,C-003,Customer 003,Home Office,India,Chennai,Maharashtra,North,Technology,Phones,Phones Model 6,14456.63,4,0.05,3517.76
ORD-101992,2023-04-17,2023-04-20,C-010,Customer 010,Home Office,India,Mumbai,Delhi,North,Office Supplies,Paper,Paper Model 17,564.23,1,0.3,-3.37
ORD-101993,2024-05-12,2024-05-17,C-130,Customer 130,Home Office,India,Chennai,Karnataka,North,Furniture,Bookcases,Bookcases Model 15,11907.93,7,0.3,-900.95
ORD-101994,2023-08-28,2023-09-03,C-013,Customer 013,Consumer,India,Delhi,Tamil Nadu,South,Furniture,Furnishings,Furnishings Model 21,16091.88,4,0.1,-461.5
ORD-101995,2024-11-14,2024-11-21,C-021,Customer 021,Consumer,India,Bangalore,Karnataka,South,Office Supplies,Binders,Binders Model 1,2169.19,2,0.15,22.33
ORD-101996,2023-06-04,2023-06-09,C-290,Customer 290,Consumer,India,Mumbai,Maharashtra,South,Technology,Machines,Machines Model 23,35281.95,5,0.0,5189.64
ORD-101997,2023-10-19,2023-10-22,C-008,Customer 008,Home Office,India,Mumbai,Delhi,North,Office Supplies,Paper,Paper Model 4,6260.69,6,0.1,440.99
ORD-101998,2023-07-12,2023-07-13,C-043,Customer 043,Consumer,India,Chennai,Maharashtra,South,Furniture,Furnishings,Furnishings Model 1,11487.4,5,0.0,881.66
ORD-101999,2024-02-08,2024-02-09,C-123,Customer 123,Corporate,India,Bangalore,Delhi,South,Office Supplies,Art,Art Model 10,3682.92,3,0.0,155.29
ORD-102000,2023-07-05,2023-07-11,C-262,Customer 262,Home Office,India,Bangalore,Delhi,South,Technology,Copiers,Copiers Model 7,7880.44,2,0.1,551.51
ORD-102001,2024-10-29,2024-11-05,C-017,Customer 017,Home Office,India,Delhi,Delhi,North,Furniture,Tables,Tables Model 11,8670.68,3,0.25,-2260.63
ORD-102002,2023-08-27,2023-09-03,C-207,Customer 207,Corporate,India,Mumbai,Tamil Nadu,South,Technology,Accessories,Accessories Model 12,47778.85,6,0.05,6627.17
ORD-102003,2023-05-25,2023-05-29,C-003,Customer 003,Home Office,India,Bangalore,Karnataka,East,Office Supplies,Paper,Paper Model 18,4902.11,4,0.0,696.9
ORD-102004,2023-12-06,2023-12-07,C-081,Customer 081,Consumer,India,Mumbai,Delhi,West,Office Supplies,Paper,Paper Model 22,803.02,2,0.15,92.8
ORD-102005,2023-06-06,2023-06-10,C-073,Customer 073,Consumer,India,Chennai,Karnataka,South,Furniture,Bookcases,Bookcases Model 7,17553.17,4,0.15,-1504.58
ORD-102006,2024-09-14,2024-09-15,C-107,Customer 107,Home Office,India,Chennai,Delhi,West,Technology,Accessories,Accessories Model 19,8024.15,1,0.2,1514.52
ORD-102007,2023-08-12,2023-08-19,C-192,Customer 192,Corporate,India,Hyderabad,Tamil Nadu,East,Technology,Accessories,Accessories Model 13,10511.25,2,0.2,1669.22
ORD-102008,2024-11-13,2024-11-20,C-255,Customer 255,Home Office,India,Delhi,Tamil Nadu,West,Furniture,Bookcases,Bookcases Model 7,4123.9,1,0.1,56.86
ORD-102009,2023-10-29,2023-11-02,C-085,Customer 085,Home Office,India,Delhi,Maharashtra,South,Furniture,Furnishings,Furnishings Model 6,17116.28,6,0.15,-618.65
ORD-102010,2023-01-27,2023-01-28,C-022,Customer 022,Consumer,India,Bangalore,Karnataka,East,Office Supplies,Storage,Storage Model 4,5824.15,5,0.2,64.48
ORD-102011,2023-09-15,2023-09-20,C-049,,Corporate,India,Chennai,Karnataka,East,Technology,Phones,Phones Model 14,32672.37,7,0.05,7283.83
ORD-102012,2024-04-06,2024-04-13,C-192,Customer 192,Corporate,India,Chennai,Telangana,South,Furniture,Furnishings,Furnishings Model 17,3504.05,2,0.1,-152.85
ORD-102013,2023-05-29,2023-06-04,C-019,Customer 019,Corporate,India,Hyderabad,Delhi,South,Furniture,Tables,Tables Model 4,21553.72,6,0.25,-5954.88
ORD-102014,2023-08-14,2023-08-21,C-011,Customer 011,Home Office,India,Bangalore,Delhi,North,Furniture,Tables,Tables Model 23,5734.93,4,0.3,-1464.08
ORD-102015,2024-11-04,2024-11-06,C-001,Customer 001,Home Office,India,Delhi,Karnataka,South,Office Supplies,Storage,Storage Model 22,4974.71,4,0.2,-185.31
ORD-102016,2024-11-17,2024-11-24,C-039,Customer 039,Corporate,India,Hyderabad,Maharashtra,South,Technology,Machines,Machines Model 18,18949.19,3,0.05,2921.92
ORD-102017,2023-10-18,2023-10-23,C-018,Customer 018,Home Office,India,Mumbai,Maharashtra,North,Technology,Accessories,Accessories Model 21,48572.72,6,0.0,8280.07
ORD-102018,2023-01-29,2023-02-03,C-051,Customer 051,Consumer,India,Bangalore,Tamil Nadu,South,Furniture,Chairs,Chairs Model 15,1332.3,1,0.2,-43.74
ORD-102019,2023-09-20,2023-09-25,C-048,Customer 048,Corporate,India,Chennai,Telangana,North,Technology,Machines,Machines Model 18,6438.33,1,0.1,1060.5
ORD-102020,2024-08-10,2024-08-13,C-056,Customer 056,Corporate,India,Chennai,Telangana,North,Furniture,Bookcases,Bookcases Model 11,4253.92,1,0.0,184.76
ORD-102021,2023-09-13,2023-09-17,C-255,Customer 255,Corporate,India,Hyderabad,Tamil Nadu,East,Furniture,Bookcases,Bookcases Model 4,14187.59,7,0.15,87.6
ORD-102022,2023-07-05,2023-07-07,C-199,Customer 199,Corporate,India,Bangalore,Delhi,East,Technology,Phones,Phones Model 11,38249.74,6,0.15,7149.21
ORD-102023,2024-01-14,2024-01-21,C-053,Customer 053,Corporate,India,Mumbai,Telangana,West,Furniture,Furnishings,Furnishings Model 18,12569.87,7,0.05,0.42
ORD-102024,2024-07-19,2024-07-22,C-022,Customer 022,Corporate,India,Mumbai,Telangana,East,Office Supplies,Paper,Paper Model 14,1782.15,4,0.1,191.62
ORD-102025,2024-03-13,2024-03-14,C-264,Customer 264,Home Office,India,Mumbai,Karnataka,South,Office Supplies,Binders,Binders Model 22,3363.36,4,0.2,-14.41
ORD-102026,2024-07-19,2024-07-24,C-250,Customer 250,Home Office,India,Bangalore,Delhi,West,Office Supplies,Art,Art Model 1,4460.13,6,0.3,-48.13
ORD-102027,2023-11-15,2023-11-18,C-030,Customer 030,Consumer,India,Bangalore,Karnataka,South,Office Supplies,Art,Art Model 18,1963.34,3,0.1,174.78
ORD-102028,2023-02-04,2023-02-11,C-021,Customer 021,Home Office,India,Delhi,Karnataka,North,Furniture,Chairs,Chairs Model 24,3097.17,1,0.1,197.71
ORD-102029,2023-07-10,2023-07-17,C-211,Customer 211,Consumer,India,Chennai,Delhi,East,Furniture,Furnishings,Furnishings Model 3,3319.34,2,0.15,100.4
ORD-102030,2024-05-09,2024-05-14,C-007,Customer 007,Home Office,India,Bangalore,Telangana,East,Office Supplies,Storage,Storage Model 17,2291.17,2,0.15,170.34
ORD-102031,2023-11-03,2023-11-04,C-078,Customer 078,Corporate,India,Chennai,Maharashtra,East,Furniture,Chairs,Chairs Model 12,7642.45,5,0.1,14.48
ORD-102032,2024-09-14,2024-09-18,C-013,Customer 013,Corporate,India,Hyderabad,Delhi,North,Office Supplies,Paper,Paper Model 11,5100.66,7,0.1,660.6
ORD-102033,2023-02-03,2023-02-05,C-015,Customer 015,Corporate,India,Mumbai,Delhi,East,Office Supplies,Storage,Storage Model 11,4767.96,7,0.1,753.13
ORD-102034,2023-12-11,2023-12-12,C-107,Customer 107,Home Office,India,Delhi,Delhi,South,Technology,Machines,Machines Model 2,11347.41,3,0.15,613.76
ORD-102035,2023-06-15,2023-06-19,C-009,Customer 009,Corporate,India,Chennai,Telangana,South,Office Supplies,Binders,Binders Model 10,2897.45,6,0.0,76.55
ORD-102036,2023-03-24,2023-03-25,C-289,Customer 289,Corporate,India,Bangalore,Karnataka,North,Office Supplies,Art,Art Model 9,4241.99,4,0.15,149.31
ORD-102037,2023-01-06,2023-01-10,C-038,Customer 038,Corporate,India,Delhi,Telangana,East,Technology,Accessories,Accessories Model 21,12613.63,2,0.1,3057.22
ORD-102038,2023-12-22,2023-12-24,C-025,Customer 025,Home Office,India,Chennai,Karnataka,West,Technology,Accessories,Accessories Model 1,56107.94,7,0.0,14265.16
ORD-102039,2023-06-03,2023-06-08,C-138,Customer 138,Corporate,India,Delhi,Delhi,West,Technology,Accessories,Accessories Model 18,32143.33,5,0.0,8252.85
ORD-102040,2023-06-09,2023-06-10,C-012,Customer 012,Consumer,India,Hyderabad,Karnataka,South,Office Supplies,Paper,Paper Model 14,3849.94,6,0.3,-179.63
ORD-102041,2023-07-26,2023-07-31,C-027,Customer 027,Home Office,India,Chennai,Delhi,South,Furniture,Tables,Tables Model 12,9609.88,6,0.4,-3352.9
ORD-102042,2023-12-18,2023-12-24,C-023,Customer 023,Consumer,India,Chennai,Delhi,West,Technology,Accessories,Accessories Model 10,16420.77,4,0.05,3072.91
ORD-102043,2023-12-26,2023-12-31,C-049,Customer 049,Corporate,India,Chennai,Tamil Nadu,North,Office Supplies,Paper,Paper Model 19,1960.73,2,0.3,-42.4
ORD-102044,2023-12-12,2023-12-14,C-095,Customer 095,Corporate,India,Delhi,Tamil Nadu,East,Office Supplies,Storage,Storage Model 7,4297.03,6,0.1,460.4
ORD-102045,2023-07-24,2023-07-31,C-013,Customer 013,Consumer,India,Delhi,Karnataka,North,Technology,Accessories,Accessories Model 20,52223.39,6,0.2,6215.81
ORD-102046,2023-01-24,2023-01-25,C-126,Customer 126,Home Office,India,Bangalore,Telangana,East,Technology,Phones,Phones Model 23,13979.86,5,0.4,-98.05
ORD-102047,2024-12-18,2024-12-25,C-001,Customer 001,Home Office,India,Delhi,Tamil Nadu,South,Office Supplies,Binders,Binders Model 22,5536.89,6,0.1,-80.51
ORD-102048,2023-12-16,2023-12-20,C-004,Customer 004,Home Office,India,Delhi,Maharashtra,West,Technology,Machines,Machines Model 5,23305.01,3,0.05,4287.31
ORD-102049,2023-11-18,2023-11-23,C-023,Customer 023,Corporate,India,Delhi,Tamil Nadu,South,Office Supplies,Storage,Storage Model 6,6091.58,7,0.5,-1526.24
ORD-102050,2024-06-21,2024-06-25,C-285,Customer 285,Consumer,India,,Telangana,South,Furniture,Chairs,Chairs Model 5,5867.04,2,0.1,-188.67
ORD-102051,2023-04-27,2023-05-01,C-242,Customer 242,Corporate,India,Chennai,Maharashtra,West,Furniture,Bookcases,Bookcases Model 11,21102.87,7,0.1,749.98
ORD-102052,2023-08-21,2023-08-25,C-015,Customer 015,Corporate,India,Delhi,Maharashtra,North,Technology,Copiers,Copiers Model 17,7254.53,1,0.2,718.51
ORD-102053,2023-08-01,2023-08-05,C-023,Customer 023,Corporate,India,Delhi,Delhi,South,Office Supplies,Art,Art Model 21,2402.57,6,0.2,-18.96
